Open,High,Low,Volume,MA_10,MA_50
0.0,0.23515053838134792,0.2312811975280761,0.025795356835769563,,
0.0,0.23189584740565516,0.22795341359558144,0.017540842648323302,,
0.0,0.23515053838134792,0.2312811975280761,0.05760963026655202,,
0.0,0.23189584740565516,0.22795341359558144,0.014961306964746346,,
0.0,0.22864117194947914,0.22462562966308672,0.021840068787618228,,
0.0,0.2156224546052583,0.21131447806498244,0.03129836629406707,,
0.0,0.21236777914908228,0.20798669413248771,0.004299226139294927,,
0.0,0.21236777914908228,0.20798669413248771,0.0008598452278589854,,
0.0,0.2058584127172135,0.20133112626749833,0.007222699914015477,,
0.0,0.2091131036929063,0.204658910199993,0.005503009458297506,0.21378494924403293,
0.0,0.20260373726103748,0.19800332646687813,0.034393809114359415,0.21040628546634996,
0.0,0.19934906180486145,0.1946755425343834,0.0034393809114359416,0.20702762168866695,
0.0,0.2058584127172135,0.20133112626749833,0.015821152192605333,0.20398682557761022,
0.0,0.2058584127172135,0.20133112626749833,0.049011177987962166,0.2012838955221073,
0.0,0.19934906180486145,0.1946755425343834,0.006878761822871883,0.19824309779997812,
0.0,0.19934906180486145,0.1946755425343834,0.008942390369733448,0.19655376591113663,
0.0,0.19934906180486145,0.1946755425343834,0.012037833190025795,0.19520230007784894,
0.0,0.19934906180486145,0.1946755425343834,0.005503009458297506,0.1938508342445613,
0.0,0.20260373726103748,0.19800332646687813,0.03215821152192605,0.19351296657793504,
0.0,0.19934906180486145,0.1946755425343834,0.022699914015477215,0.19249936680020113,
0.0,0.19934906180486145,0.1946755425343834,0.00034393809114359415,0.19216150074464733,
0.0,0.19934906180486145,0.1946755425343834,0.012897678417884782,0.19216150074464733,
0.0,0.18633034446064062,0.1813643909362791,0.015477214101461736,0.1901343011891796,
0.0,0.18633034446064062,0.1813643909362791,0.005159071367153913,0.1881071016337119,
0.0,0.18633034446064062,0.1813643909362791,0.004643164230438521,0.18675563580042417,
0.0,0.18958501991681664,0.1846921907368993,0.0012037833190025795,0.18574203763376274,
0.0,0.19283971089250945,0.188019974669394,0.0034393809114359416,0.18506630552265513,
0.0,0.18633034446064062,0.1813643909362791,0.009802235597592433,0.18371483968936744,
0.0,0.18633034446064062,0.1813643909362791,0.008942390369733448,0.18202550780052595,
0.0,0.18633034446064062,0.1813643909362791,0.004299226139294927,0.18067404196723827,
0.0,0.19609438634868542,0.1913477586018887,0.039036973344797936,0.18033617591168447,
0.0,0.18958501991681664,0.1846921907368993,0.035597592433361996,0.17932257774502303,
0.0,0.18958501991681664,0.1846921907368993,0.018056749785038694,0.17966044541164927,
0.0,0.18958501991681664,0.1846921907368993,0.00034393809114359415,0.17999831307827555,
0.0,0.18958501991681664,0.1846921907368993,0.00034393809114359415,0.1803361807449018,
0.0,0.18958501991681664,0.1846921907368993,0.007738607050730868,0.1803361807449018,
0.0,0.18958501991681664,0.1846921907368993,0.00034393809114359415,0.17999831468934796,
0.0,0.19283971089250945,0.188019974669394,0.003783319002579536,0.180674048411528,
0.0,0.19283971089250945,0.188019974669394,0.019260533104041272,0.18134978213370812,
0.0,0.19609438634868542,0.1913477586018887,0.014961306964746346,0.18236338191144197,
0.0,0.19609438634868542,0.1913477586018887,0.002063628546861565,0.18236338191144197,
0.0,0.20260373726103748,0.19800332646687813,0.011521926053310405,0.18371484613365718,
0.0,0.20260373726103748,0.19800332646687813,0.023559759243336198,0.18506631035587243,
0.0,0.20260373726103748,0.19800332646687813,0.03301805674978504,0.18641777457808767,
0.0,0.19934906180486145,0.1946755425343834,0.01238177128116939,0.1874313727447491,
0.0,0.19934906180486145,0.1946755425343834,0.008598452278589854,0.18844497091141055,
0.0,0.19609438634868542,0.1913477586018887,0.019260533104041272,0.18912070302251818,
0.0,0.19609438634868542,0.1913477586018887,0.008082545141874462,0.189458569078072,
0.0,0.20260373726103748,0.19800332646687813,0.010662080825451418,0.19047216724473343,
0.0,0.2058584127172135,0.20133112626749833,0.013241616509028374,0.19148576702246728,0.1959315851175107
0.0,0.2058584127172135,0.20133112626749833,0.018056749785038694,0.19249936680020113,0.19528098611659905
0.0,0.20260373726103748,0.19800332646687813,0.026139294926913154,0.19249936680020113,0.19463038677098754
0.0,0.21236777914908228,0.20798669413248771,0.020980223559759245,0.19351296657793504,0.1941243652492341
0.0,0.2156224546052583,0.21131447806498244,0.005503009458297506,0.1948644324112227,0.1937629212066388
0.0,0.2156224546052583,0.21131447806498244,0.002063628546861565,0.1965537643000642,0.19347376590362256
0.0,0.2156224546052583,0.21131447806498244,0.015821152192605333,0.19824309618890568,0.19347376590362256
0.0,0.21887713006143433,0.21464226199747713,0.008942390369733448,0.2006081601888548,0.19361834338278072
0.0,0.21887713006143433,0.21464226199747713,0.0029234737747205505,0.20297322418880392,0.19376292086193886
0.0,0.21887713006143433,0.21464226199747713,0.021496130696474634,0.2046625560776454,0.19405207582025522
0.0,0.21887713006143433,0.21464226199747713,0.0008598452278589854,0.20601402029986066,0.19426894203899245
0.0,0.22538649649330317,0.22129784573059202,0.009802235597592433,0.20804121824425598,0.1947749639054458
0.0,0.22538649649330317,0.22129784573059202,0.02235597592433362,0.21040628385527751,0.19535327451147827
0.0,0.22538649649330317,0.22129784573059202,0.013757523645743766,0.2117577496885652,0.19578700729365262
0.0,0.22864117194947914,0.22462562966308672,0.01238177128116939,0.21310921552185288,0.1962930288154061
0.0,0.23189584740565516,0.22795341359558144,0.027858985382631127,0.21479854741069437,0.1970159169005967
0.0,0.23189584740565516,0.22795341359558144,0.0025795356835769563,0.21648787929953586,0.1977388049857873
0.2753623115793544,0.21887713006143433,0.22795341359558144,0.0,0.21783934513282352,0.19846169307097788
0.0,0.23189584740565516,0.22795341359558144,0.03181427343078246,0.21919081096611123,0.19918458115616852
0.0,0.21236777914908228,0.20798669413248771,0.00034393809114359415,0.21851507885500362,0.19940144771960566
0.0,0.21236777914908228,0.20798669413248771,0.002063628546861565,0.21783934674389602,0.19969060302262187
